SMILES,Solubility,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT
[Al+3].[O-]C=O.[O-]C=O.[O-]C=O,-0.2746003214999999,162.033,-5.282499999999999,23.945999999999994,10.0,6.0,0.0,7.0,0.0,54.0,0.0,0.0,0.0,0.0,120.39,67.22157811238725,-2.5714285645408165e-08,49.74860596185444
O=C1CCCCC1,-0.0573697280999999,98.145,1.5196,28.091999999999985,7.0,1.0,0.0,1.0,0.0,40.0,0.0,1.0,1.0,1.0,17.07,43.719652546327126,2.2495440947344707,68.24920506009684
[NH4+].[NH4+].[O-][S](=O)(=O)OO[S]([O-])(=O)=O,0.5710956732,228.204,-1.3926000000000005,33.534000000000006,12.0,8.0,2.0,12.0,3.0,78.0,0.0,0.0,0.0,0.0,205.86,68.47747518827553,-4.0499995882500426e-07,251.01955000865388
[Cl-].C[N+](C)(C)CC(O)CCl,0.6474063078,188.098,-2.703699999999997,39.6262,10.0,1.0,1.0,4.0,3.0,64.0,0.0,0.0,0.0,0.0,20.23,73.78435998823838,0.0,82.3072265502403
CC(C)(CO)CO,0.901422988,104.149,-0.0028,27.95259999999999,7.0,2.0,2.0,2.0,2.0,44.0,0.0,0.0,0.0,0.0,40.46,43.787486989808,3.3604351426960584,44.041843979966416
CCOC(C)=O,-0.025404461,88.106,0.5694,22.30699999999999,6.0,2.0,0.0,2.0,1.0,36.0,0.0,0.0,0.0,0.0,26.3,37.10914470057002,2.831257109931365,49.50977500432694
[Cl].[Cl].[Rh].[Rh].C\1C\C=C/CC\C=C1.C\2C\C=C/CC\C=C2,-2.4997980736,493.0860000000004,6.719600000000004,85.20200000000004,20.0,0.0,0.0,4.0,0.0,120.0,0.0,0.0,2.0,2.0,0.0,162.52198205174096,-1.0666666542222227e-07,191.65043753297303
[K+].OC(=O)c1ccccc1C([O-])=O,-0.3910244327,204.222,-3.2476999999999983,37.73180000000001,13.0,3.0,1.0,5.0,2.0,62.0,1.0,0.0,0.0,1.0,77.43,116.99536374813236,1.439999672400077e-06,301.67084098634456
[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[O-][W]([O-])(=O)=O.[O-][W]([O-])(=O)=O.[O-][W]([O-])(=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O,-0.4724611164,2967.9809999999984,-29.060400000000023,22.65449999999999,57.0,39.0,0.0,57.0,0.0,312.0,0.0,0.0,0.0,0.0,701.6700000000004,503.630219978268,-1.8042452821040704e-08,1733.6487086129443
[Na+].[O-]C(=O)CCl,0.8486241841,116.479,-4.020899999999999,15.727,6.0,2.0,0.0,4.0,1.0,30.0,0.0,0.0,0.0,0.0,40.13,62.77661484405956,0.0,46.81274391313339
O=C1CCCCCN1,0.8601209136,113.16,0.6766000000000001,31.477699999999988,8.0,1.0,1.0,2.0,0.0,46.0,0.0,1.0,1.0,1.0,29.1,49.26951472993517,2.26669651519302,80.52932501298082
[Na+].[O-]N=O,1.0749962334,68.99499999999999,-2.7454,9.162,4.0,3.0,0.0,4.0,0.0,18.0,0.0,0.0,0.0,0.0,52.49,45.230712772049365,0.0,13.509775004326936
[Na+].Cc1ccc(cc1)[S]([O-])(=O)=O,0.6245331513,194.18699999999995,-2.096879999999998,39.14220000000002,12.0,3.0,0.0,5.0,1.0,60.0,1.0,0.0,0.0,1.0,57.2,93.83838086664612,1.2099997657000466e-06,341.4191672471392
COc1ccc([NH2+]CCO)cc1[NH3+].[O-][S]([O-])(=O)=O,-0.5343422948,280.3020000000001,-2.5821999999999985,59.55490000000002,18.0,6.0,3.0,9.0,4.0,104.0,1.0,0.0,0.0,1.0,153.97,104.9614661168343,4.943076631850514e-07,454.1257066413984
C=CCNCC=C,-0.0790069571,97.161,0.948,33.26369999999999,7.0,1.0,1.0,1.0,4.0,40.0,0.0,0.0,0.0,0.0,12.03,44.73461771905212,2.679549206552144,49.20035947603791
CO[P](=O)(CCC(=O)NCO)OC,1.5784906741,211.154,-0.0716,46.337000000000025,13.0,5.0,2.0,7.0,6.0,78.0,0.0,0.0,0.0,0.0,84.86000000000001,76.759610511022,3.85745365114857,199.20129207711156
OCCN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(CCO)CCO)cc4[S](O)(=O)=O)c(c3)[S](O)(=O)=O)n1,-1.0592793487,917.0,3.2768,239.87919999999963,64.0,20.0,10.0,24.0,22.0,336.0,6.0,0.0,0.0,6.0,321.5999999999999,367.1479032509821,1.3057685955177585,2575.189181806971
N#CCCCCC#N,-0.1309124421,108.144,1.59396,29.69399999999999,8.0,2.0,0.0,2.0,3.0,42.0,0.0,0.0,0.0,0.0,47.58,49.34912096275002,2.7739011632941284,99.47067498701918
CC(=O)CC(=O)Nc1ccccc1,-1.2990810635,177.203,1.6041999999999998,50.36970000000002,13.0,2.0,1.0,3.0,3.0,68.0,1.0,0.0,0.0,1.0,46.17,76.76407796077896,2.5044549868496246,305.9606013394062
CO[S]([O-])(=O)=O.CN(N=CC1=[N+](C)c2ccccc2C1(C)C)c3ccc(C)cc3,-1.6762060534999998,417.5310000000002,3.2162200000000025,115.09960000000004,29.0,6.0,0.0,8.0,4.0,156.0,2.0,0.0,1.0,3.0,85.04,172.4547476194899,4.384057384283894e-07,1026.14666390903
COc1ccc(cc1)N(C)N=CC2=[N+](C)c3ccccc3C2(C)C.CO[S]([O-])(=O)=O,-1.6925364836,433.5300000000002,2.916400000000001,116.91460000000004,30.0,7.0,0.0,9.0,5.0,162.0,2.0,0.0,1.0,3.0,94.26999999999998,177.56829284899686,4.693054860196486e-07,1044.5664477579485
CCCCC(CC)(CO)CO,-1.2603343364,160.257,1.5576,46.42060000000002,11.0,2.0,2.0,2.0,6.0,68.0,0.0,0.0,0.0,0.0,40.46,69.24725544739442,3.8352571576460592,79.2988603028468
CI,-1.2145838492,141.939,1.0512,19.944,2.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,28.001089148873188,1.0,2.0
CC\C=C(/C)C=O,-1.0573697281,98.14499999999998,1.5416,30.111999999999988,7.0,1.0,0.0,1.0,2.0,40.0,0.0,0.0,0.0,0.0,17.07,44.035880667672096,3.490361883601098,82.18080946738405
O=C1OC(=O)c2cc3C(=O)OC(=O)c3cc12,-1.4062217243,218.11999999999995,-0.5045999999999998,53.438,16.0,6.0,0.0,6.0,0.0,78.0,3.0,0.0,0.0,3.0,94.56,85.0294791112961,2.7986395701748545,769.6521153807564
CCCCOC(=O)CCC(C)=O,-1.306674746,172.22399999999996,1.6989,45.782000000000025,12.0,3.0,0.0,3.0,6.0,70.0,0.0,0.0,0.0,0.0,43.370000000000005,73.09537737259683,3.2765533155320856,151.85263754543286
CC1CCC2C(C1)C(=O)OC2=O,-1.3015260488,168.19199999999998,1.1222,41.09400000000001,12.0,3.0,0.0,3.0,0.0,66.0,0.0,2.0,2.0,2.0,43.370000000000005,71.08371506553836,2.169335366426631,233.92814698224575
[Ca++].CCCCC(CC)C([O-])=O.CCCCC(CC)C([O-])=O,-1.5917155587,326.49000000000007,1.5246000000000002,82.38000000000005,21.0,4.0,0.0,5.0,10.0,120.0,0.0,0.0,0.0,0.0,80.25999999999999,159.24649359701166,-2.945454481041324e-07,230.6615312216908
Cc1cccc(C)c1N,-1.167514488,121.183,1.88564,40.32840000000001,9.0,1.0,1.0,1.0,0.0,48.0,1.0,0.0,0.0,1.0,26.02,55.50117804530289,3.2478347337367026,195.55766205433733
COC(=O)C1CCC(CC1)C(=O)OC,-1.3871946661,200.234,1.1387999999999998,49.48000000000003,14.0,4.0,0.0,4.0,2.0,80.0,0.0,1.0,1.0,1.0,52.60000000000001,83.56803356297111,2.3807662794155533,192.16188799454835
[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)[S]([O-])(=O)=O,-1.7357141887,444.5660000000003,0.8135000000000014,106.63220000000008,29.0,7.0,0.0,9.0,16.0,166.0,0.0,0.0,0.0,0.0,109.8,198.26532149321903,0.0,551.0329672298398
NC(=O)c1ccc(N)cc1,-1.2255453859,136.154,0.3677,39.3723,10.0,2.0,2.0,3.0,1.0,52.0,1.0,0.0,0.0,1.0,69.11,58.63764872796276,3.003400684579818,240.28794892648057
CN1C(=O)N(C)c2nc[nH]c2C1=O,-1.3525852601,180.167,-1.039700000000001,46.57570000000001,13.0,5.0,1.0,6.0,0.0,68.0,2.0,0.0,0.0,2.0,72.68,72.45404341715741,3.21185381303522,574.1705593822571
CC(CC#N)CC(C)(C)C#N.CC(CC(C)(C)CC#N)C#N,-1.5746822213999998,300.45,4.952120000000005,86.81000000000006,22.0,4.0,0.0,4.0,6.0,120.0,0.0,0.0,0.0,0.0,95.16,135.51941685197596,0.0,477.1774455239963
CN(C)Cc1ccccc1,-1.2279188258,135.20999999999998,1.7482,43.83300000000003,10.0,1.0,0.0,1.0,2.0,54.0,1.0,0.0,0.0,1.0,3.24,62.28606313289016,2.5872871851548136,179.17957141667625
ClC(Cl)Cl,-1.1738343117,119.378,1.9864,21.347,4.0,0.0,0.0,3.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,39.64904970847457,2.3237900077244498,8.0
[NH4+].[Br-],1.908299785,97.943,-2.6198,5.9848,2.0,0.0,1.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,36.5,24.01693023629782,0.0,2.0
C=CC(=O)OCC1CCCO1,-0.2954517157,156.18099999999998,0.8945999999999998,40.13000000000001,11.0,3.0,0.0,3.0,3.0,62.0,0.0,1.0,1.0,1.0,35.53,65.98702420194984,2.1038316924891984,147.41616035477006
[K+].CC(=O)CC(=O)Nc1ccc(cc1)[S]([O-])(=O)=O,0.4217473345,295.3570000000001,-2.4876999999999985,58.33290000000002,18.0,5.0,1.0,8.0,4.0,92.0,1.0,0.0,0.0,1.0,103.37,147.31527866618225,2.8899984300508875e-06,537.8913960465259
CCOC1=C(O)C(=O)O[C@@H]1[C@@H](O)CO,0.5809706515999999,204.178,-0.9289000000000004,44.25340000000002,14.0,6.0,3.0,6.0,4.0,80.0,0.0,0.0,1.0,1.0,96.22,80.36972545853787,2.83906727642114,258.55711902130685
[Na+].[Na+].[Na+].[Na+].CC(O)([P]([O-])([O-])=O)[P]([O-])([O-])=O,0.4204601089999999,293.95500000000004,-15.504200000000004,25.836799999999997,15.0,7.0,1.0,13.0,2.0,68.0,0.0,0.0,0.0,0.0,146.61,175.65484122674968,-8.333332911458357e-08,219.37473982306136
COC(=O)\C=C/C(=O)OC,-0.2672048758999999,144.12599999999998,-0.1114000000000001,33.172,10.0,4.0,0.0,4.0,2.0,56.0,0.0,0.0,0.0,0.0,52.60000000000001,58.42449322672962,3.7526030864834095,141.13075145540293
Cc1cc(O)ccc1O,-0.2074175173999999,124.13899999999995,1.4062199999999998,34.5086,9.0,2.0,2.0,2.0,0.0,48.0,1.0,0.0,0.0,1.0,40.46,53.3848127382856,3.171678030440916,218.15617759993404
CNC(=O)NC,0.9386362339,88.11,-0.4548000000000001,23.5154,6.0,1.0,2.0,3.0,0.0,36.0,0.0,0.0,0.0,0.0,41.13,36.73038172388261,2.9881608821342693,46.75488750216347
[NH4+].[NH4+].[NH4+].[NH4+].[O-][Mo]([O-])(=O)=O.[O-][Mo]([O-])(=O)=O,-2.5804798622,392.028,-3.7314000000000025,26.68520000000002,14.0,8.0,4.0,14.0,0.0,96.0,0.0,0.0,0.0,0.0,306.52,86.71645781760022,-1.7777777696296298e-08,215.7164046453176
[Na+].CCCCC(CC)CN(CCC(O)=O)CCC([O-])=O,0.4104692649,295.355,-1.876499999999996,71.62280000000005,20.0,4.0,1.0,6.0,12.0,112.0,0.0,0.0,0.0,0.0,80.66999999999999,143.56824351238035,0.0,255.89951810576807
[Cu++].CC([O-])=O.CC([O-])=O,-0.3755357121,181.634,-2.490099999999999,21.36199999999999,9.0,4.0,0.0,5.0,0.0,57.0,0.0,0.0,0.0,0.0,80.25999999999999,63.347040501248905,-7.199999951999999e-08,70.56842503028855
[H+].[Cl-].CN(C)C,0.8993339870999999,95.573,-2.7056999999999984,20.722999999999995,5.0,1.0,0.0,2.0,0.0,34.0,0.0,0.0,0.0,0.0,3.24,40.86686054887108,-4.499999910000001e-08,15.509775004326936
CNC.OC(=O)COc1ccc(Cl)cc1Cl,0.4499772209,266.124,2.2924000000000007,64.57650000000002,16.0,3.0,2.0,6.0,3.0,90.0,1.0,0.0,0.0,1.0,58.56,104.12269844973063,6.730768532686632e-07,344.83606869730977
COCCC(=O)OC,0.8026937067000001,118.132,0.1958999999999999,28.508999999999983,8.0,3.0,0.0,3.0,3.0,48.0,0.0,0.0,0.0,0.0,35.53,48.5876320444735,2.988598647973156,70.07403392114696
[K+].[O-]C#N,0.9659600909,81.11500000000001,-4.168220000000001,5.613,4.0,2.0,0.0,3.0,0.0,16.0,0.0,0.0,0.0,0.0,46.85,66.84862915685684,0.0,29.509775004326936
OCCCCOC=C,-0.18999534,116.16,0.919,32.46879999999999,8.0,2.0,1.0,2.0,5.0,48.0,0.0,0.0,0.0,0.0,29.46,49.782137549331225,2.616293090417985,52.49022499567306
[K+].[O-]P=O,0.8626748208,102.07,-3.4426,7.6065,4.0,2.0,0.0,4.0,0.0,18.0,0.0,0.0,0.0,0.0,40.13,68.29758736022039,0.0,13.509775004326936
O.[Na+].[O-]P=O,0.8546356528,103.977,-4.267299999999999,11.2203,5.0,2.0,0.0,5.0,0.0,26.0,0.0,0.0,0.0,0.0,71.63,53.26917571598416,-1.99999998125e-08,14.364527976600282
CCCCOCC1CO1.CC(C)N.FB(F)F,-0.5379542498,257.105,2.4352,63.86840000000005,17.0,3.0,1.0,7.0,5.0,104.0,0.0,1.0,1.0,1.0,47.78,102.06362749048157,0.0,138.00292484589173
[Cl-].C(c1ccccc1)[P+](c2ccccc2)(c3ccccc3)c4ccccc4,-0.7188245606999999,388.878,2.1847000000000003,115.294,27.0,0.0,0.0,2.0,5.0,134.0,4.0,0.0,0.0,4.0,0.0,168.20530156500416,2.1024981664766527e-06,841.8000083084903
[Na+].[O-][S](=O)(=O)C(CC(=O)OC1CCCCC1)C(=O)OC2CCCCC2,-0.7147015973999999,384.4260000000002,-0.9538999999999948,84.03220000000006,25.0,7.0,0.0,9.0,6.0,138.0,0.0,2.0,2.0,2.0,109.8,170.79389072857413,3.1249964375042534e-06,536.6864850132554
CN(CCC#N)c1ccc(cc1)C=CC2=[N+](C)c3ccccc3C2(C)C.[O-][S]([O-])(=O)=O,-0.7741720686,440.5450000000002,3.417880000000002,119.77000000000002,31.0,6.0,0.0,8.0,5.0,164.0,2.0,0.0,1.0,3.0,110.29999999999998,183.70283851416167,6.13743455029586e-07,1120.15671223133
[Na+].[Na+].[O-][S](=O)(=O)OO[S]([O-])(=O)=O,0.4865525209,238.106,-8.136999999999999,21.5644,12.0,8.0,0.0,12.0,3.0,62.0,0.0,0.0,0.0,0.0,132.86,113.03277370580616,-4.0499995882500426e-07,251.01955000865388
[Na+].CC1=NN(C(=O)C1N=Nc2ccc(C)c(c2)[S](=O)(=O)Nc3ccccc3)c4ccc(cc4)[S]([O-])(=O)=O,-0.8725523685,549.5660000000001,0.5789200000000008,131.73369999999994,37.0,9.0,1.0,14.0,7.0,186.0,3.0,0.0,1.0,4.0,160.76,235.95073677968583,3.802492248116419e-06,1592.2750768494975
OC(=O)C=C,0.0059673299,72.06300000000002,0.257,17.8328,5.0,1.0,1.0,2.0,1.0,28.0,0.0,0.0,0.0,0.0,37.3,29.735288076678287,3.204805417886435,55.91340299823497
CN,1.3686434782,31.058,-0.4251,10.1114,2.0,1.0,1.0,1.0,0.0,14.0,0.0,0.0,0.0,0.0,26.02,14.079141724842266,1.0,2.0
[Na+].[Fe+3].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O,-0.7073891823999999,367.04700000000014,-10.408500000000007,52.90800000000002,22.0,10.0,0.0,12.0,11.0,119.0,0.0,0.0,0.0,0.0,167.0,158.3754407016976,-1.8049992523503188e-06,327.12281476499334
C=CC(=O)OC1C=CC2C3CCC(C3)C12,-3.7081424715,204.26899999999995,2.3163,57.028000000000034,15.0,2.0,0.0,2.0,2.0,80.0,0.0,2.0,3.0,3.0,26.3,89.99692420518328,1.7494247234449098,331.4276544759515
[Na+].[O-][S](=O)(=O)CC=C,0.6949528649,144.12699999999998,-3.278399999999998,24.76119999999999,8.0,3.0,0.0,5.0,2.0,42.0,0.0,0.0,0.0,0.0,57.2,70.8215678571911,0.0,147.9114705065293
[Na+].[Na+].[Na+].[Na+].Cc1cc(Nc2nc(NCCO)nc(Nc3ccc(N=Nc4cc5c(cccc5[S]([O-])(=O)=O)c(c4)[S]([O-])(=O)=O)c(C)c3)n2)ccc1N=Nc6cc7c(cccc7[S]([O-])(=O)=O)c(c6)[S]([O-])(=O)=O,-1.1748734719,1066.954,-5.850560000000014,232.4266999999997,70.0,23.0,4.0,31.0,15.0,342.0,7.0,0.0,0.0,7.0,373.23,488.64733993065767,3.23999519243234e-06,3423.681422187892
COc1ccc2cc(oc2c1)C3N(C)c4cc(ccc4[NH+]3C)[S](C)(=O)=O.CC([O-])=O,0.2125744685999999,432.4980000000002,0.8958999999999997,110.68950000000004,30.0,7.0,1.0,9.0,3.0,160.0,3.0,0.0,1.0,4.0,104.32,174.73345272608933,5.892306280856371e-07,1197.4270108921935
[Na+].OCCN1CCN(CC1)CC[S]([O-])(=O)=O,0.4318666789,260.291,-4.854499999999995,54.53000000000005,16.0,6.0,1.0,8.0,5.0,90.0,0.0,1.0,1.0,1.0,83.91,118.64395140043187,2.249998813500648e-06,277.76289771739926
NC(=O)[C@@H]1CCC[NH2+]1,0.7853597575,115.15600000000002,-1.8024999999999984,29.0088,8.0,1.0,2.0,3.0,1.0,46.0,0.0,1.0,1.0,1.0,59.7,48.24446331255128,2.34993673877678,96.6017921972316
[nH]1cncn1,1.0058274476,69.067,-0.1952999999999999,16.3827,5.0,2.0,1.0,3.0,0.0,26.0,1.0,0.0,0.0,1.0,41.57,29.04831307080901,3.1250000000000004,61.369930610534254
[H+].[Br-],1.3775443727,80.91199999999999,-2.8835,1.112,1.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,19.365978241846733,0.0,2.0
[Na+].[O-]C=O,1.0125444228,68.007,-4.629899999999999,6.064,4.0,2.0,0.0,3.0,0.0,18.0,0.0,0.0,0.0,0.0,40.13,46.10840650278127,0.0,13.509775004326936
Oc1ccc(O)cc1,-0.1967366109,110.11199999999998,1.0978,29.7716,8.0,2.0,2.0,2.0,0.0,42.0,1.0,0.0,0.0,1.0,40.46,47.01987062388899,3.0324555320336755,145.38833891467198
NC(CC(O)=O)C(O)=O,-1.2293181874,133.10299999999998,-1.127,27.864,9.0,3.0,3.0,5.0,3.0,52.0,0.0,0.0,0.0,0.0,100.62,51.08547977251164,3.632432151939845,132.52932501298082
[I-].CC[P+](c1ccccc1)(c2ccccc2)c3ccccc3,-1.7271281938,418.2580000000001,1.0044000000000004,95.68900000000004,22.0,0.0,0.0,2.0,4.0,112.0,3.0,0.0,0.0,3.0,0.0,150.5038486374212,1.7633322772506531e-06,584.0085832964396
[V],-0.8144249576,50.942,-0.0025,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,19.37662092103152,0.0,0.0
Nc1ccc(Nc2ccc(cc2[S](O)(=O)=O)[N+]([O-])=O)cc1,-1.5982895297,309.30300000000005,2.1673,77.04810000000002,21.0,6.0,3.0,9.0,4.0,110.0,2.0,0.0,0.0,2.0,135.56,119.65986193872216,2.476591218178952,787.040239455687
[Cl-].Cn1c2ccccc2c(C=CC3=[N+](C)c4ccccc4C3(C)C)c1c5ccccc5,-1.743927996,426.99100000000016,3.5687000000000038,127.7084,31.0,1.0,0.0,3.0,3.0,156.0,4.0,0.0,1.0,5.0,7.939999999999999,190.12887792543407,2.311997308279892e-06,1323.898659434224
C1COC=CC1,-1.0383982131,84.118,1.3105,24.32599999999999,6.0,1.0,0.0,1.0,0.0,34.0,0.0,0.0,1.0,1.0,9.23,37.617130529209376,2.2551447208210704,48.95878455585174
CCCCCCC(O)CO,-1.2899752166,146.23,1.3099999999999998,41.851600000000005,10.0,2.0,2.0,2.0,6.0,62.0,0.0,0.0,0.0,0.0,40.46,62.88231333299782,2.8861627976234385,64.27793097483524
CCN(C(C)C)C(C)C,-1.2416022633,129.247,2.1251,42.652000000000015,9.0,1.0,0.0,1.0,3.0,56.0,0.0,0.0,0.0,0.0,3.24,59.05367949880917,3.677615681908372,58.96788691072806
[Na].Nc1cc(c(O)c2C(=O)c3c(N)cc(c(O)c3C(=O)c12)[S](O)(=O)=O)[S](O)(=O)=O,-1.7991126191,453.36200000000014,-0.8497999999999997,97.2866,29.0,10.0,6.0,15.0,2.0,149.0,2.0,0.0,1.0,3.0,235.38,184.47451514212327,2.9999972170026678e-06,1229.6418178895576
CC(C)OC(=O)C(F)(F)F,-1.336078753,156.10299999999998,1.5003000000000002,27.28299999999999,10.0,2.0,0.0,5.0,1.0,60.0,0.0,0.0,0.0,0.0,26.3,55.970693023745326,3.867280781013407,127.3449779679464
[Na+].[Na+].CN=C1C=CC2=CC(=CC(=O)C2=C1NNc3ccc(NC(=O)C(Br)=C)cc3[S]([O-])(=O)=O)[S]([O-])(=O)=O,-1.9476532093,629.3780000000003,-4.804799999999993,128.25549999999998,37.0,11.0,3.0,17.0,7.0,184.0,1.0,0.0,2.0,3.0,196.99,264.87062338122297,3.4224969828069235e-06,1545.338427702684
[Na+].CCOc1ccc(C)cc1N=Nc2ccc(N=Nc3cccc(c3)[S]([O-])(=O)=O)c4ccccc24,-1.8471355444,496.5240000000002,4.285820000000004,129.0532,35.0,8.0,0.0,10.0,7.0,172.0,4.0,0.0,0.0,4.0,115.87,225.37121895778765,3.4224942588433547e-06,1521.4433281179968
OC(=O)\C=C\C(O)=O,-1.2196294277,116.072,-0.2881999999999998,24.411599999999996,8.0,2.0,2.0,4.0,2.0,44.0,0.0,0.0,0.0,0.0,74.6,45.05598604331467,3.668626461933803,118.97373660251154
CC(O)CN(CC(C)O)c1ccc(C)cc1,-1.5038218002,223.316,1.56302,66.75360000000005,16.0,3.0,2.0,3.0,5.0,90.0,1.0,0.0,0.0,1.0,43.7,97.3342990948686,2.781112714917612,296.21356211444805
CCO[S](=O)(=O)OCC,-1.3429497185,154.18699999999998,0.3042000000000001,32.17179999999999,9.0,4.0,0.0,5.0,4.0,56.0,0.0,0.0,0.0,0.0,52.60000000000001,55.10457396393576,3.734562819666556,135.95057052383706
[Na+].CN(Cc1ccc(Nc2cc(c(N)c3C(=O)c4ccccc4C(=O)c23)[S]([O-])(=O)=O)cc1)[S](=O)(=O)c5ccc(C)cc5,-1.9428219908,613.6490000000001,0.8250200000000025,151.6810999999998,42.0,9.0,2.0,13.0,7.0,210.0,4.0,0.0,1.0,5.0,166.76999999999998,265.1970074322222,4.049990428523513e-06,1942.668338151888
[K+].[O-]C(=O)C(F)(F)F,0.6610693015,152.112,-3.697399999999999,11.062,8.0,2.0,0.0,6.0,0.0,42.0,0.0,0.0,0.0,0.0,40.13,85.47911989860722,0.0,87.77443751081735
[Na+].[Na+].[O-][P]([O-])(F)=O,0.6844005874,143.949,-7.2074,8.714500000000001,7.0,3.0,0.0,7.0,0.0,32.0,0.0,0.0,0.0,0.0,63.19,84.54039226328499,-7.999999807500005e-08,59.070496343496615
OC=O,1.1758552936,46.025,-0.2991999999999999,8.6928,3.0,1.0,1.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,37.3,17.69500688006933,2.1874960973678963,10.264662506490405
[NH4+].[NH4+].OC(=O)CN(CCN(CC(O)=O)CC([O-])=O)CC([O-])=O,0.3226990562,326.3060000000001,-3.988199999999997,70.13520000000001,22.0,8.0,4.0,12.0,11.0,130.0,0.0,0.0,0.0,0.0,234.34,125.63792153465816,-1.8049992523503188e-06,321.12281476499334
CCCCCCCCCCCC[N+](C)(C)CC(O)C[S]([O-])(=O)=O,0.2865181043,351.55300000000005,2.889800000000001,94.25740000000008,23.0,4.0,1.0,6.0,15.0,140.0,0.0,0.0,0.0,0.0,77.43,142.97099977721066,3.621785661479755,382.0546057445979
[K+].[Br-],0.7556754335,119.002,-5.992,0.0,2.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,66.80374456771379,0.0,2.0
Cc1ccc(cc1[S](O)(=O)=O)[N+]([O-])=O,0.4924399529,217.202,1.1499200000000005,47.64800000000001,14.0,4.0,1.0,7.0,2.0,76.0,1.0,0.0,0.0,1.0,97.51,80.07795696643399,3.4429387680106798,478.8535635303721
[Cr+3].CC([O-])=O.CC([O-])=O.CC([O-])=O,0.4692256086,229.128,-3.7338999999999976,32.04299999999999,13.0,6.0,0.0,7.0,0.0,75.0,0.0,0.0,0.0,0.0,120.39,86.3164044555771,-4.4999999833333336e-08,114.67414136612275
O[C@@H](C(O)=O)c1ccccc1Cl,-0.4390279004999999,186.594,1.458,44.04760000000002,12.0,2.0,2.0,4.0,2.0,64.0,1.0,0.0,0.0,1.0,57.53,74.21454317960763,3.0227910918592995,298.109376434433
[Na+].[Na+].[O-][S](=O)(=O)c1ccc2c(C=CC(=O)/C2=N/Nc3ccc(N=Nc4ccc(Nc5ccccc5)c(c4)[S]([O-])(=O)=O)c6ccccc36)c1,-1.0156300044,697.6620000000001,0.2271000000000065,170.85979999999975,48.0,12.0,2.0,16.0,8.0,230.0,5.0,0.0,1.0,6.0,192.61,319.7062386246463,2.6009961470834326e-06,2350.235813706178
[I-].[Cs+],0.4112261076,259.809,-5.992,0.0,2.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,89.81705932153318,0.0,2.0
[Cl-].CN1C[NH+](C=C)C=C1,0.6585802853,146.621,-3.607099999999998,32.92969999999999,9.0,1.0,1.0,3.0,1.0,52.0,0.0,0.0,1.0,1.0,7.680000000000001,61.851684974871,6.399999148000115e-07,122.22626787690945
[Cl-].N[C@@H](CS)C(O)=O.[H+],0.6219271018,157.622,-3.5553999999999983,30.5762,8.0,3.0,3.0,5.0,2.0,50.0,0.0,0.0,0.0,0.0,63.32,60.55774009132193,-1.799999899875006e-07,84.2129994085646
[Ru+3].[Ru+3].[Ru+3].CC([O-])=O.CC([O-])=O.CC([O-])=O.CC([O-])=O.CC([O-])=O.CC([O-])=O.CC([O-])=O,-0.0356831695,716.5180000000003,-8.714100000000014,74.76700000000004,31.0,14.0,0.0,17.0,0.0,183.0,0.0,0.0,0.0,0.0,280.91,216.85876052953384,-2.0416666641460906e-08,321.26501708921325
CCCCO,-0.0504090528,74.12299999999999,0.7787999999999999,21.9938,5.0,1.0,1.0,1.0,2.0,32.0,0.0,0.0,0.0,0.0,20.23,32.62831112321538,2.19060968716425,11.119415478763749
[Na+].[Na+].[O-][Mo]([O-])(=O)=O,0.5020204465,205.916,-8.610100000000001,1.373,7.0,4.0,0.0,7.0,0.0,32.0,0.0,0.0,0.0,0.0,80.25999999999999,88.59776630628264,-7.999999835000003e-08,92.8582023226588
[Cl].[Fe].[O-][S]([O-])(=O)=O,0.540234161,187.361,-0.6509999999999998,16.3276,7.0,4.0,0.0,7.0,0.0,47.0,0.0,0.0,0.0,0.0,80.25999999999999,57.754896076497786,-7.999999835000003e-08,94.8582023226588
